"tweet_id"	"match"	"matchend"	"query"	"query_slot"	"query_hierarchical"	"word"	"0_word"	"1_word"	"0_word_slot"	"1_word_slot"	"exact0"	"within0"	"overlap0"	"outside0"	"exact0_0"	"exact0_1"	"within0_0"	"within0_1"	"overlap0_0"	"overlap0_1"	"outside0_0"	"outside0_1"	"exact1"	"within1"	"overlap1"	"outside1"	"exact1_0"	"exact1_1"	"within1_0"	"within1_1"	"overlap1_0"	"overlap1_1"	"outside1_0"	"outside1_1"
"t743486383466119168"	3211212	3211214	"pattern3_name_for_policy"	"pattern24_entity_be_a_person_group"	NA	"@BLKROCKET @CNN so sad . Murdered by a far right Brexit nazi shouting ' britain first'. Jo Cox MP was a campaigner for REMAIN campaign . RIP"	"campaigner"	"REMAIN"	"Jo Cox MP"	"campaigner"	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE
"t744151860152573956"	3717241	3717243	"pattern3_name_for_policy"	"pattern24_entity_is_affiliation"	NA	". @CarlLoben is dennis skinner a racist ? are you calling me ( and every other labour voter for #brexit ) a racist ? I want to hear yes or no ."	"voter"	"#brexit"	"@CarlLoben"	"dennis skinner a racist"	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE
"t731912612632506368"	3830353	3830356	"pattern3_name_for_policy"	"pattern24_entity_be_a_person_group"	NA	"@busybuk more evidence the dice are loaded against a #brexit @Independent"	"loaded"	"a #brexit"	"the dice"	"loaded"	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE
"t736466806089605120"	3964839	3964842	"pattern3_name_for_policy"	"pattern24_entity_is_just_another_entity"	NA	"@Pietros1 @campbellclaret But then again Boris Johnson is hardly a stella ambassador for brexit #CantWin"	"stella ambassador"	"brexit"	"Boris Johnson"	"a stella ambassador for brexit #CantWin"	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE
"t740303397287526400"	4065397	4065399	"pattern3_name_for_policy"	"pattern24_entity_be_a_person_group"	NA	"#Brexit @ByteChomper some bloke 's argument tonight to #Cameron for Brexit was that people in to his shop don't know who their #MEP is"	"#Cameron"	"Brexit"	"Brexit"	"people"	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE
"t743748810023657472"	4202850	4202852	"pattern3_name_for_policy"	"pattern24_entity_be_a_person_group"	NA	"@gavthebrexit If in vote wins , likely open up the first concentration camps for Brexit voters , Patriots are the jews of today society"	"camps"	"Brexit"	"Patriots"	"jews"	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE
"t744251077676011522"	4243734	4243738	"pattern3_name_for_policy"	"pattern24_adj_affiliation_name"	NA	"Councillor Anne Lee of the @UKLabour Party politicising the death of Jo Cox for a #Remain vote in the Referendum : https://t.co/7tg85Lfmd4"	"Jo Cox"	"a #Remain"	"Anne Lee"	"Councillor"	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE
"t744318346179579904"	4359108	4359110	"pattern3_name_for_policy"	"pattern24_entity_be_a_person_group"	NA	"@drfilomena Only people who will lose money with #brexit are the journalists who are paid from brussels for #bremain propaganda @JohnCleese"	"brussels"	"#bremain"	"#brexit"	"journalists"	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE
"t743068423287123968"	4867756	4867759	"pattern3_name_for_policy"	"pattern24_entity_be_a_person_group"	NA	"@BirdsEyeUK Is Captain Birdseye for leave or remain ?"	"Captain Birdseye"	"leave"	"@BirdsEyeUK"	"Captain"	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE
"t746118186555301888"	5523159	5523163	"pattern3_name_for_policy"	"pattern24_entity_be_a_person_group"	NA	"@toadmeister @TristramHuntMP We need some good brexit news . Can't believe how close newcastle result was nut was hopi g for a leave ."	"hopi g"	"a leave"	"close newcastle result"	"nut"	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE
"t734810350122631169"	5908742	5908744	"pattern3_name_for_policy"	"pattern24_entity_be_a_person_group"	NA	"@faisalislam I suspect @BermudaBat is a member of the Bedlamites for Brexit faction ."	"Bedlamites"	"Brexit"	"@BermudaBat"	"member"	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE
"t734810350122631169"	5908742	5908744	"pattern3_name_for_policy"	"pattern24_entity_member_of_group"	NA	"@faisalislam I suspect @BermudaBat is a member of the Bedlamites for Brexit faction ."	"Bedlamites"	"Brexit"	"@BermudaBat"	"the Bedlamites"	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE
"t745546006792568835"	6256691	6256696	"pattern3_name_for_policy"	"pattern24_groups_entity"	NA	"On my @talkRADIO show right now , Labour MP Chris Leslie for Remain . Up next UKIP 's @DouglasCarswell for Leave ."	"Labour MP Chris Leslie"	"Remain"	"@DouglasCarswell"	"UKIP"	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE
"t745546006792568835"	6256702	6256704	"pattern3_name_for_policy"	"pattern24_groups_entity"	NA	"On my @talkRADIO show right now , Labour MP Chris Leslie for Remain . Up next UKIP 's @DouglasCarswell for Leave ."	"@DouglasCarswell"	"Leave"	"@DouglasCarswell"	"UKIP"	FALSE	FALSE	TRUE	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE
"t736913856308641792"	6571555	6571557	"pattern3_name_for_policy"	"pattern24_entity_be_a_person_group"	NA	"@votebritainout @iVoteLeave those for #Brexit are idiotic fools , also xenophobes who are so stupid they will trade security for hatred ."	"those"	"#Brexit"	"#Brexit"	"fools"	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE
"t727762796851675136"	7258415	7258417	"pattern3_name_for_policy"	"pattern24_entity_be_a_person_group"	NA	"Tomorrow is the British Super Thursday and every one of you has a vote . Make it count . Vote UKIP for #Brexit ."	"UKIP"	"#Brexit"	"Tomorrow"	"British"	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE
"t731482440166981632"	7987001	7987004	"pattern3_name_for_policy"	"pattern24_entity_be_a_person_group"	NA	"@hughbs that 's just the hashtag . Campaign is Brit Cats for Bremain ( originally against Brexit ) but cat focus groups found it too negative"	"Brit Cats"	"Bremain"	"Campaign"	"Brit"	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE
"t731482440166981632"	7987001	7987004	"pattern3_name_for_policy"	"pattern24_entity_is_just_another_entity"	NA	"@hughbs that 's just the hashtag . Campaign is Brit Cats for Bremain ( originally against Brexit ) but cat focus groups found it too negative"	"Brit Cats"	"Bremain"	"that"	"the hashtag"	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE
"t731491900453195779"	7993585	7993587	"pattern3_name_for_policy"	"pattern24_entity_be_a_person_group"	NA	"Just a thought : how many of the economists for #Brexit are both professors of economics and under the age of 60 ? @t0nyyates @econromesh"	"economists"	"#Brexit"	"#Brexit"	"professors"	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE
"t745260544702152704"	8179897	8179899	"pattern3_name_for_policy"	"pattern24_concepts_like_entity"	NA	"@leekfink the leave phenomenon owes more to Trumpism . Cameron and Osborne for stay , but other leading Torys like Gove are for leave ."	"Osborne"	"stay"	"Gove"	"Torys"	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE
"t745260544702152704"	8179897	8179899	"pattern3_name_for_policy"	"pattern24_entities_like_group"	NA	"@leekfink the leave phenomenon owes more to Trumpism . Cameron and Osborne for stay , but other leading Torys like Gove are for leave ."	"Osborne"	"stay"	"Gove"	"Torys"	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE
"t744785166858477568"	8420093	8420097	"pattern3_name_for_policy"	"pattern24_entity_member_of_group"	NA	"@BBCr4today warsi was never part of Brexit campaign anyway but gives bbc opp for some Brexit bashing ...."	"bbc opp"	"some Brexit"	"@BBCr4today warsi"	"Brexit campaign"	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE
"t730329225765474305"	8545859	8545861	"pattern3_name_for_policy"	"pattern24_adj_affiliation_name"	NA	"@Ezquid Economists for Brexit , Professor Patrick Minford says that government , scaremongering tactics , taking the public for fools Brexit ."	"Economists"	"Brexit"	"Patrick Minford"	"Professor"	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE
"t742403798681985024"	8620035	8620037	"pattern3_name_for_policy"	"pattern24_entity_be_a_person_group"	NA	"@johanntasker @trussliz @David_Cameron Most stout folk from Yorkshire are TRUE Brits and see through Camoron for BREXIT !"	"Camoron"	"BREXIT"	"Yorkshire"	"Brits"	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE
"t741293693949382656"	8658012	8658014	"pattern3_name_for_policy"	"pattern24_entity_is_the_adj_est_possible_entity"	NA	"@mattjnash @rosaltmann The contempt for democracy is staggering . You and the clueless Altmann are the best advert I've seen for #Brexit"	"contempt"	"democracy"	"the clueless Altmann"	"advert"	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE
"t740657133809721344"	8890619	8890621	"pattern3_name_for_policy"	"pattern24_entity_is_affiliation"	NA	"Sarah Wollaston is great front woman for Remain : NHS champion , moderate , telegenic * and*changed mind ."	"woman"	"Remain"	"Sarah Wollaston"	"great front woman"	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE
"t745674057564061725"	9061592	9061594	"pattern3_name_for_policy"	"pattern24_entity_member_of_group"	NA	"@MissEllieMae I'm calling it for remain but I must admit , the anti-English part of me is kind of hoping they go for brexit ."	"it"	"remain"	"me"	"hoping they go"	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE
"t742420502816391172"	10186224	10186226	"pattern3_name_for_policy"	"pattern24_entity_be_a_person_group"	NA	"@rosspatton91 @JamesKelly I would feel more confident in clear justificatoin for indyref2 if Brexit is Scots are 60%+ Remain"	"justificatoin"	"indyref2"	"Brexit"	"Scots"	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE
"t734020830133407745"	10385238	10385240	"pattern3_name_for_policy"	"pattern24_adj_affiliation_name"	NA	"Uup Councillor Graham Craig campaigning in #Belfast for #StrongerIn https://t.co/zHa5ZQjpoQ"	"#Belfast"	"#StrongerIn"	"Graham Craig"	"Councillor"	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE
"t734019561805238272"	10390652	10390654	"pattern3_name_for_policy"	"pattern24_entity_be_a_person_group"	NA	"Right Said Fred are big campaigners for Brexit ."	"campaigners"	"Brexit"	"Fred"	"campaigners"	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE
"t744152364458909697"	10419930	10419932	"pattern3_name_for_policy"	"pattern24_entity_be_a_person_group"	NA	"@bernerlap @ukleave_eu It 's a vote not fucking war ! I guess Im racist for #VoteLeave self govt & accountability is new racist now . #brexit"	"racist"	"#VoteLeave"	"accountability"	"racist"	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE
"t744080226737655808"	10439321	10439323	"pattern3_name_for_policy"	"pattern24_entity_adj_affiliation"	NA	"@LesleyMillercyp @MirrorPolitics Gordon Brown , best recruiting agent for BREXIT known to mankind . BREXIT 23-06-2016"	"agent"	"BREXIT"	"Gordon Brown"	"best recruiting agent"	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE
"t735377151302717440"	10522147	10522149	"pattern3_name_for_policy"	"pattern24_concepts_like_entity"	NA	"@RyanShorthouse @t8el whereas we have heavy hitters like Farage , Trump , Le Pen , Putin for brexit ... not sure which sounds more conspiratory"	"Putin"	"brexit"	"Farage"	"hitters"	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE
"t735377151302717440"	10522147	10522149	"pattern3_name_for_policy"	"pattern24_entities_like_group"	NA	"@RyanShorthouse @t8el whereas we have heavy hitters like Farage , Trump , Le Pen , Putin for brexit ... not sure which sounds more conspiratory"	"Putin"	"brexit"	"Farage"	"heavy hitters"	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE
"t735377692418289664"	10557084	10557086	"pattern3_name_for_policy"	"pattern24_entity_be_a_person_group"	NA	"@Jayne__Bond all the dice are loaded against #brexit , all you have to do is look at the @BBCNews website every day , so full of scare tactics"	"loaded"	"#brexit"	"the dice"	"loaded"	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE
"t736832024024109056"	10954590	10954593	"pattern3_name_for_policy"	"pattern24_entity_be_a_person_group"	NA	"' @yanisvaroufakis says David Cameron is the worst person for the Remain campaign to have on board , because nobody believes his lies . #Marr"	"person"	"the Remain"	"David Cameron"	"person"	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE
"t736832024024109056"	10954590	10954593	"pattern3_name_for_policy"	"pattern24_entity_is_the_adj_est_possible_entity"	NA	"' @yanisvaroufakis says David Cameron is the worst person for the Remain campaign to have on board , because nobody believes his lies . #Marr"	"person"	"the Remain"	"David Cameron"	"person for the Remain campaign to have on board"	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE
"t736832024024109056"	10954590	10954593	"pattern3_name_for_policy"	"pattern24_entity_is_affiliation"	NA	"' @yanisvaroufakis says David Cameron is the worst person for the Remain campaign to have on board , because nobody believes his lies . #Marr"	"person"	"the Remain"	"David Cameron"	"the worst person"	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE
"t729365315063324675"	11247306	11247309	"pattern3_name_for_policy"	"pattern24_entity_is_the_adj_est_possible_entity"	NA	"Saturday June 7th is your last chance to #RegisterToVote for the #EUreferendum . https://t.co/r6p6g23dn5 https://t.co/ubNydyaU8y"	"#RegisterToVote"	"the #EUreferendum"	"Saturday June 7th"	"chance to #RegisterToVote for the #EUreferendum"	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE
"t740267491356741632"	11386080	11386082	"pattern3_name_for_policy"	"pattern24_entity_be_a_person_group"	NA	"@Honetmonster Is your Mum for Brexit ?"	"Mum"	"Brexit"	"@Honetmonster"	"Mum"	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE
"t739885711990661121"	11392033	11392036	"pattern3_name_for_policy"	"pattern24_groups_entity"	NA	"@StrongerInPress @vote_leave Labour Leave 's Labour Case for Brexit explains EU favours big business & multinationals , not working people ."	"Labour Case"	"Brexit"	"Labour Case"	"@StrongerInPress @vote_leave Labour Leave"	FALSE	FALSE	TRUE	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE
"t745441106377080832"	11459198	11459204	"pattern3_name_for_policy"	"pattern24_adj_affiliation_name"	NA	"Radical #Islamic preacher Anjem Choudary for Remain as #EU ' stops prosecution of Islamists ' https://t.co/y5DPxSYYNg #brexit #VoteRemain"	"Radical #Islamic preacher Anjem Choudary"	"Remain"	"Anjem Choudary"	"#Islamic preacher"	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE
